Original_Molecule_SMILES,Reaction_SMARTS,Product_SMILES
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[c:1]1[c:2][c:3][c:4][c:5][c:6]1>>[C:4]1[C:5][C:6][C:1]2([C:2][C:3]1)OCCO2,N#CC1CC(F)C(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)C2(C1)OCCO2
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[c:1]1[c:2][c:3][c:4][c:5][c:6]1>>[C:4]1[C:5][C:6][C:1]2([C:2][C:3]1)OCCO2,N#CC1CC(F)C(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)CC12OCCO2
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[c:1]1[c:2][c:3][c:4][c:5][c:6]1>>[C:4]1[C:5][C:6][C:1]2([C:2][C:3]1)OCCO2,N#CC1CCC(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)C(F)C12OCCO2
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2][c:3]1[c:4][c:5][c:6][c:7][c:8]1>>[*:1][C:2][C:3](C)[C:4]1[C:5][C:6]C[C:7][C:8]1,CC(COc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1)C1(F)CCCC(C#N)C1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2][c:3]1[c:4][c:5][c:6][c:7][c:8]1>>[*:1][C:2][C:3](C)[C:4]1[C:5][C:6]C[C:7][C:8]1,CC(COc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1)C1CC(C#N)CCC1F
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c][c]1>>[*:1][C:2][C:3][C:4][C:5],N#CCCC(F)CCOc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c][c]1>>[*:1][C:5][C:2]1[C:3][C:4]1,N#CC(COc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1)C1CC1F
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]CCS(C)(=O)=O,CS(=O)(=O)CCNCc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]C1CCC(F)(F)CC1,O=C([O-])c1ccc2nc(C[NH+]3CCC(c4cccc(OCc5ccc(CNC6CCC(F)(F)CC6)cc5F)n4)CC3)n(C[C@@H]3CCO3)c2c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2](=[O])[O]>>[*:1][C:2]NC1CCC(F)(F)CC1,N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(CNC6CCC(F)(F)CC6)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]1CCNCC1,O=C([O-])c1ccc2nc(C[NH+]3CCC(c4cccc(OCc5ccc(CN6CCNCC6)cc5F)n4)CC3)n(C[C@@H]3CCO3)c2c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2](=[O])[O]>>[*:1][C:2]N1CCNCC1,N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(CN6CCNCC6)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]C12CC3CC(CC(C3)C1)C2,O=C([O-])c1ccc2nc(C[NH+]3CCC(c4cccc(OCc5ccc(CNC67CC8CC(CC(C8)C6)C7)cc5F)n4)CC3)n(C[C@@H]3CCO3)c2c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2](=[O])[O]>>[*:1][C:2]NC12CC3CC(CC(C3)C1)C2,N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(CNC67CC8CC(CC(C8)C6)C7)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]C(=O)C1CC1,O=C([O-])c1ccc2nc(C[NH+]3CCC(c4cccc(OCc5ccc(CNC(=O)C6CC6)cc5F)n4)CC3)n(C[C@@H]3CCO3)c2c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2](=[O:3])[O]>>[*:1]CN[C:2](=[O:3])C1CC1,N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(CNC(=O)C6CC6)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]CC1CC1,O=C([O-])c1ccc2nc(C[NH+]3CCC(c4cccc(OCc5ccc(CNCC6CC6)cc5F)n4)CC3)n(C[C@@H]3CCO3)c2c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2](=[O])[O]>>[*:1][C:2]NCC1CC1,N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(CNCC6CC6)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]C1CCOCC1,O=C([O-])c1ccc2nc(C[NH+]3CCC(c4cccc(OCc5ccc(CNC6CCOCC6)cc5F)n4)CC3)n(C[C@@H]3CCO3)c2c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2](=[O:3])[O]>>[*:1][C:2]NC1CC[O:3]CC1,N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(CNC6CCOCC6)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]C(F)(F)F,O=C([O-])c1ccc2nc(C[NH+]3CCC(c4cccc(OCc5ccc(CNC(F)(F)F)cc5F)n4)CC3)n(C[C@@H]3CCO3)c2c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2](=[O])[O]>>[*:1]CN[C:2](F)(F)F,N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(CNC(F)(F)F)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]C,CNCc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2](=[O])[O]>>[*:1][C:2]NC,CNCc1ccc2nc(C[NH+]3CCC(c4cccc(OCc5ccc(C#N)cc5F)n4)CC3)n(C[C@@H]3CCO3)c2c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2]#[N:3]>>[*:1][C:2][N:3]C12CC(C1)C2,O=C([O-])c1ccc2nc(C[NH+]3CCC(c4cccc(OCc5ccc(CNC67CC(C6)C7)cc5F)n4)CC3)n(C[C@@H]3CCO3)c2c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][C:2](=[O])[O]>>[*:1][C:2]NC12CC(C1)C2,N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(CNC67CC(C6)C7)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6]([F:7])[c:8]1>>[*:1][C:2]1[C:4][C:5][C:6]([F:7])(F)[C:8][C:3]1,N#CC1CCC(F)(F)C(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)C1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6]([*:7])[n]1>>[*:7][C:5]12[C:4]O[C:2]([*:1])([C:3]1)[C:6]2,N#Cc1ccc(COC23CC(C4CC[NH+](Cc5nc6ccc(C(=O)[O-])cc6n5C[C@@H]5CCO5)CC4)(CO2)C3)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6]([*:7])[n]1>>[*:7][C:5]12[C:4]O[C:2]([*:1])([C:3]1)[C:6]2,N#Cc1ccc(COC23COC(C4CC[NH+](Cc5nc6ccc(C(=O)[O-])cc6n5C[C@@H]5CCO5)CC4)(C2)C3)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:6]([C:7])[c:9](F)[c:10]1>>[*:1][C:2]1[C:3][C:4][N]([C:6]([C:7])=[O])[C:9][C:10]1,N#CC1CCN(C(=O)COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)CC1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4]c[c:5]([C:8][C:9])n1>>[*:1][C:2]1[C:3][C:4][C:5]([F])([F])[C:8][C:9]1,N#Cc1ccc(COC2CCC(F)(F)C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC23)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:8][c:5]([C:6][C:7])n1>>[*:1][C:2]1[C:3][C:4][C:5]([C:6])[C:7][C:8]1,N#Cc1ccc(COC2CCC3CCC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3C2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:7][c:8][c:10][c:3](F)[c:11]1>>[*:1][C:2]12[C:3][C]3[C][C]([C:7][C:8]([C]3)[C:10]1)[C:11]2,N#CC12CC3CC(CC(C3)C1COc1cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n1)C2
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6](F)[c:8]1>>[*:1][C:2]1[C:3][C:4][C:5][C:6][C][C:8]1,N#CC1CCCC(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)CC1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:6]1[c:5][c:4][c:3][c:8](F)[c:7]1>>[*:1][N]1[C:3][C:4][C:5][C:6][C:7][C:8]1,N#CN1CCCCCC1COc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:5]1[c:6][c:3][c:4][c:8](F)[c:7]1>>[*:1][N]1[C:3][C:4][C:5]([C:6])[C:7][C:8]1,CC1CCN(C#N)CC1COc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6](F)[c:8]1>>[*:1][C:2]1[C:3][C:4][C:5][C:6][N]1[C:8],CN1CC(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)CCC1C#N
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:11][c:6][c:7][c:8][c:3]1F>>[*:1][C:2]12[C:3][C]3[C][C:6]([C:7][C:8]([C]3)[C]1)[C:11]2,N#CC1C2CC3CC1CC(COc1cccc(C4CC[NH+](Cc5nc6ccc(C(=O)[O-])cc6n5C[C@@H]5CCO5)CC4)n1)(C3)C2
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:3]1[c:8][c:7][c:6][c:5][c:4]1F>>[*:1][N]1[C:3][C:4][C:5][C:6][C:7][C:8]1,N#CC1CCCN(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)CC1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:5]1[c:6][c:8][c:3][c:4][c:7]1F>>[*:1][N]1[C:3][C:4][C:5]([C:6])[C:7][C:8]1,CC1CCN(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)C(C#N)C1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6][c:8]1F>>[*:1][C:2]1[C:3][C:4][C:5][C:6][N]1[C:8],CN1CC(C#N)CCC1COc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1]c1[c:3][c:8][c:7][c:5]([C:6])[c:4]1>>[*:1][N]1[C:3][C:4][C:5]([C:6])[C:7][C:8]1,N#CC1CCN(F)C(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)C1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6]([C:8])c1>>[*:1][C:2]1[C:3][C:4][C:5][C:6][N]1[C:8],N#CN1CCCC(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)C1F
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:10][c:3][c:5][c:4]([C:9])n1>>[*:1][C:2]12[C:3][C:4]3[C:5][C]([C][C]([C:9]3)[C:10]1)[C]2,N#Cc1ccc(COC23CC4CC(C2)C2(CC[NH+](Cc5nc6ccc(C(=O)[O-])cc6n5C[C@@H]5CCO5)CC2)C(C4)C3)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6]([C:7])n1>>[*:1][C:2]1[C:3][C:4][C:5][C:6][C:7][C]1,N#Cc1ccc(COC2CCCCC3(CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)C2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:8]1[c:7][c:6][c:4][c:3]([C:5])[n:2]1>>[*:1][N:2]1[C:3][C:4][C:5][C:6][C:7][C:8]1,N#Cc1ccc(CON2CCCC3(CC2)CC[NH+](Cc2nc4ccc(C(=O)[O-])cc4n2C[C@@H]2CCO2)CC3)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:3]1[c:4][c:8][c:7][c:5]([C:6])[n:2]1>>[*:1][N:2]1[C:3][C:4][C:5]([C:6])[C:7][C:8]1,N#Cc1ccc(CON2CCC(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)CC2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6]([C:8])[n:7]1>>[*:1][C:2]1[C:3][C:4][C:5][C:6][N:7]1[C:8],N#Cc1ccc(COC2CCCCN2C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6](O[C:9])n1>>[*:1][C:2]12[C:3][C:4]3[C:5][C:6]([C][C]([C:9]3)[C]1)[C]2,N#Cc1ccc(C2C3CC4CC2CC(C2CC[NH+](Cc5nc6ccc(C(=O)[O-])cc6n5C[C@@H]5CCO5)CC2)(C4)C3)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6](O[C:7])n1>>[*:1][C:2]1[C:3][C:4][C:5][C:6][C:7][C]1,N#Cc1ccc(C2CCCCC(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)C2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:6]1[c:5][c:4][c:3][c:8](O[C:7])[n:2]1>>[*:1][N:2]1[C:3][C:4][C:5][C:6][C:7][C:8]1,N#Cc1ccc(C2CCCCN(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)C2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:8]1[c:7][c:5][c:4][c:3](O[C:6])[n:2]1>>[*:1][N:2]1[C:3][C:4][C:5]([C:6])[C:7][C:8]1,N#Cc1ccc(CC2CCN(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)CC2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6](O[C:8])[n:7]1>>[*:1][C:2]1[C:3][C:4][C:5][C:6][N:7]1[C:8],N#Cc1ccc(CN2CCCCC2C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:4]1[c:5][c:6][c:7]([C:8])c(F)[c:3]1>>[*:1][N]1[C:3][C:4][C:5][C:6][C:7][C:8]1,N#CN1CCCCCC1Oc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1]c1[c:8][c:7][c:5]([C:6])[c:4](F)[c:3]1>>[*:1][N]1[C:3][C:4][C:5]([C:6])[C:7][C:8]1,N#CN1CCC(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)CC1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:8]1nc2[c:4][c:5][c:6][c:7]c2[n:2]1[C:3]>>[*:1][N:2]1[C:3][C:4][C:5][C:6][C:7][C:8]1,N#Cc1ccc(COc2cccc(C3CC[NH+](CN4CCC(C(=O)[O-])CCC4[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1]c1nc2[c:6][c:4][c:5][c:7][c:8]2[n:2]1[C:3]>>[*:1][N:2]1[C:3][C:4][C:5]([C:6])[C:7][C:8]1,CC1(C(=O)[O-])CCN(C[NH+]2CCC(c3cccc(OCc4ccc(C#N)cc4F)n3)CC2)C([C@@H]2CCO2)C1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:6][c:7]1F>>[*:1][C:2]1[C:3][C:4][C:5][C:6][C:7]1[C],CC1CC(C#N)CCC1COc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3]c[c:6][c:5][c:4]1F>>[*:1][C:2]1[C:3][C:4]1([C:5])[C:6],CC1(CC#N)CC1COc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5]([C:8]O)[c:6][c:7]1>>[*:1][C:2]1[C:3][C:4][C:5][C:6][C:7]1[C:8],N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nC5CCCCc5(C=O)n4C[C@@H]4CCO4)CC3)n2)c(F)c1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:3][c:4][c:5][c:7]([C:8])[c:9]1>>[*:1][C:2]1[C:3][C:4]2[C:5][C][C:7]1([C:8])[C:9]2([C])[C],CC1(C)C2CCC1(C#N)C(F)C2COc1cccc(C2CC[NH+](Cc3nc4ccc(C(=O)[O-])cc4n3C[C@@H]3CCO3)CC2)n1
N#Cc1ccc(COc2cccc(C3CC[NH+](Cc4nc5ccc(C(=O)[O-])cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,[*:1][c:2]1[c:7][c:6][c:5][c:3]([C:4])[c:8]1>>[*:1][C:2]1[C:3]2([C:4])[C:5][C:6][C:7]([C:8]2)[C]1([C])[C],CC1(C)C2n(C[C@@H]3CCO3)c(C[NH+]3CCC(c4cccc(OCc5ccc(C#N)cc5F)n4)CC3)nc13CCC2(C(=O)[O-])C3
